"PitcherId","Pitcher"
"809067","Chudy, Nate"
"1000119757","Rose, Cedric"
"1000099708","Hannon, Kyle"
"10074014","Mateo, Anthony"
"1000121782","Wren, Jack"
"1000115256","Corn, Aidan"
"1000149736","Marsh, Adam"
"1000090794","Colarusso, AJ"
"1000106675","Bergevin, Matt"
"1000121781","Bowery, Jack "
"1000066572","Reynolds, Jack"
"1000099914","DeFabbia, Anthony"
"1000123097","DeCarlo, Nick"
"1000121041","Klein, Shugy"
"1000115231","Feretic, Nicholas"
"1000121894","Solimine, Justin"
"1000249163","Boyle, Jed"
"1000054410","Semon, Matt"
"1000155938","Ritch, Alec"
"10135604","Sullivan, Thomas"
"1000229004","Iannibelli, Jack "
"10167047","McGrath, Cooper"
"690955","Berkwich, Nelson"
"1000048965","Modugno, John"
"1000050917","Peyton, Jordan"
"813890","Vaughn, James"
"1000113749","Fuller, Brady"
"1000158394","DeGaetano, Chic"
"1000148867","Poindexter, Jake"
"702711","Blanco, Evan"
"1000111319","Jeffries, Graham"
"1000259199","Gardner, Patrick"
"10032666","Cerwinski, John"
"1000048518","Bedford, Matthew"
"1000187787","Cook, Jacob"
"1000255998","King, Dylan"
"1000136894","Anderson, Mike"
"1000048518","Bedford, Matt"
"1000051187","Roche, Tyler"
"804863","Danilowicz, Wyatt"
"1000100088","Lavelle, Declan"
"701684","Bautista, Jonathan "
"1000240102","Crider, Nate"
"1000099660","Babuschak, Jake"
"1000232234","Gibbs, Will"
"1000117550","Deliyannis, Harris"
"1000179581","Hagaman, David "
"1000156201","Lewis, Noah "
"1000121870","Scotti, Wyatt"
"1000132522","Modugno, John-Biago"
"1000253852","Bedford, Matt"
"1000125213","Taylor, Will"
"1000139900","Hunter, Rusell"
"1000094149","Jenkins, Will"
"809137","Hendry, Brian"
"1000078535","Borders, Jalen"
"1000098282","Kartsonas, Jack"
"10026137","Rowe, Matthew"
"10023249","Crider, Nate"
"1000083925","Modugno, John"
"1000117550","Deliyannis, Harilaos"
"1000100022","Thomason, Jay"
"1000119965","Benneche, Luke"
"1000180634","Hayden, Luke"
"1000113749","Fuller, Brady "
"808837"," Quinn, Braden"
"1000156081","Mullen, Jack "
"10111188","Cabral, Aiven"
"1000120944","Couture, Alec"
"1000111319","Jefferies, Graham"
"1000092781","Chalus Jr., Eric"
"10062906","Murphy, Tyler"
"10026137",", Matthew Rowe"
"1000168386","Quinn, Braden"
"10036658","Olejnik, Peyton"
"1000097860","McDaniel, Charlie"
"1000075386","Christmas, Tyler"
"10031747","Kraemer, Jackson"
"1000121840","Beauchesne, Jack"
"1000047641","Diamant, Demitri"
"1000119840","Scanlon, Sean"
"1000119766","Quigley, Michael"
"10111433","Macchiarola, Danny"
"1000213955","Allmer, Jay"
"1000249150","Gleason, Patrick"
"1000216496","DiaGiacomo, Fenix"
"1000216497","DiaGiacomo, Fenix"
"1000216498","DiaGiacomo, Fenix"
"1000216499","DiaGiacomo, Fenix"
"1000216500","DiaGiacomo, Fenix"
"1000216501","DiaGiacomo, Fenix"
"1000216502","DiaGiacomo, Fenix"
"10031129","Wallon, Davis"
"1000068602","Boyle, Nick "
"1000121989","Roberts, Ben"
"1000079568","Wheeler, Dylan"
"10111363","Ebner, Michael"
"1000093400","Wilson, Jacob"
"1000121869","Jones, Will"
"1000078321","Davis, Nicholas"
"10028175","King, Dylan"
"1000078673","Chudy, Nate"
"1000138121","Campbell, Kayden"
"1000122955","Wainwright, Tj "
"1000123955","Quinn, Braden"
"1000113051","Steele, Anthony"
"1000142975","Wywoda, Jaden"
"1000093560","Barrett, Seamus"
"1000050797","Bosley-Smith, Collin"
"1000156291","Diaz, Tyshaun"
"1000133922","Hodgdon, Trent"
"1000238612","Wisenbaker, Cole"
"1000110630","Danilowicz, Wyatt"
"1000110907","Ciminiello, Michael"
"1000080261","Grace, Zach"
"1000135335","Wesley, Damon"
"1000093635","Bianchi, Vinny"
"1000078616","Difiore, Chris"
"1000056283","Payero, Nick"
"1000078670","McOsker, Jake"
"1000055213","Garofalo, Luke"
"1000071779","Nunan, Matt"
"1000132393","Corporan, Emmanuel"
"1000054184","McKenney, Alex"
"1000105792","Rich, Lucas"
"1000056274"," Rue, Ryan"
"10000190","Baldayac, Erry "
"1000093500","McKernan, Kyle"
"1000121072","McVeigh, Colin"
"1000056670","Fenton, Alex"
"1000079243","Hearn, Will"
"1000055098","Farley, John"
"1000079216","Mascollo, Reid "
"1000132870","Anibal, Trevor"
"1000051799","Harry, Jay"
"1000132409","McDowell, James"
"1000050887","Byron, Zachary"
"1000079789","Kramer, Jack"
"1000122968","Rios, Joe"
"1000084131","Terwilliger, Jacob"
"1000079836","Melnick, Danny"
"1000132414","Qualey, Ryan"
"1000132342","Thomas Morrissey, Michael"
"1000136373","Smith, Matt"
"1000055213","Garofalo, Luke "
"1000079974","Abrams, Kohl"
"1000132332","Lewis, Noah"
"1000075094","Buchanan, Matthew"
"1000080745","Wegielnik, Robert"
"1000050898","Greene, Alex"
"1000051870","Murphy, Parker"
"1000132412","Krolikowski, Bryan"
"1000133988","Benincaso, Tommy"
"1000077682","Allen, Chase"
"1000079245","Lumpinski, John"
"1000092729","Grosz, Josh"
"1000098609","Peters, Garrett"
"1000099737","O'Donnell, Brendan"
"1000133988","Benincaso, Thomas"
"10061574","Strange, Brian"
"1000134526","Robidoux, Ryan"
"1000132401","Volgende, Michael"
"1000072138","Finateri, Aeden"
"1000084126","DeGaetano, Chic"
"1000061333","O'Hanlon, Michael"
"1000085191","Williams, Patrick"
"1000050279","Nordmann, Trey"
"1000108919","Legere, Tyler"
"1000132360","Perachi, Dominic"
"1000073056","Sakellaris, Peter"
"1000079467","Blair, Daniel"
"1000051914","Beal, Nate"
"1000075603","Dyke, Jack"
"1000050296","Peacock, Gerry"
"1000039296","Bianchina, Vincent"
"1000093795","Carwile, Cody"
"1000122968","Rios, Joseph"
"10076795","Rados, Matt"
"1000098915","Rados, Matt"
"1000098915","Lints, Renn"
"1000080007","Douglas, Ryan"
"1000079216","Mascolo, Reed"
"1000055396","Craven, Brian"
"1000136567","Lauria, Matt"
"1000072506","Matter, Case"
"1000072770","McCracken, James"
"1000114237","Weaver, Jacob"
"1000137368","D'Amore, Dante"
"212951","Bowery, Jack"
"1000121103","Heller, Carter"
"1000016413","Hansen, Cole"
"10017214","Lommel, Cade"
"691025","Wiegman, Benjamin"
"1000132372","Sophy, Kaleb"
"1000092870","Kohls, Carson"
"10023614","Skapinetz, Joe"
"1000100199","McKinney, Austin"
"1000134808","Quinn, Thomas"
"1000132402","Fagnant, Christian"
"10075361","McMullen, Jack"
"1000132403","DiLuca, Lucas"
"1000121642","Zaffiro, Cole"
"1000097369","Jacobs, Dylan"
"1000079045","Birchard, Ryan"
"1000132370","Masteralexis, Nathan"
"1000097703","Wetherell, Preston"
"1000051209","Omans, Cooper"
"1000119846","Mudd, Tyler"
"1000128048","Gleason, Ryan"
"1000119461","Tonghini, Julian"
"1000055800","Cone, Jack"
"1000132326","Tringale, Todd"
"1000116777","Kadlecik, Gannon"
"1000109972","Potok, Matt"
"1000067380","Sashin, James"
"1000122994","Pascarella, Mitchell"
"1000047728","Torres, Alejandro"
"1000091456","Hill, Camron"
"1000080322","Germinerio, Anthony"
"1000113949","Zern, Jude"
"1000137865","Neff, Andrew"
"1000103264","Rodgers, Zachary"
"1000051543","Kahler, Christopher"
"1000122964","Afthim, Brady"
"1000127732","Korson, Jarrett"
"1000132392","Mullen, Jack"
"1000132419","Young, Griffin"
"1000060529","Aldridge, Brendan"
"1000136867","Lallo, Darek"
"1000079840","Seitter, Kevin"
"1000100010","LeBlanc, Max"
"1000078605","LeVangie, Liam"
"1000137218","Beavin, Nick"
"1000070048","Clesas, Zachary"
"1000136364","Hutchins, Michael"
"1000136341","Notarangelo, Nic"
"1000136999","Wells, Tyler"
"1000135626","Maher, Cabot"
"1000088214","Dona, Aaron"
"10025639","Sapienza, Matthew"
"1000066671","McGuire, Logan"
"1000114105","Butler, Ryan"
"1000072146","Poindexter, Jake"
"1000091453","Ginther, Ryan"
"1000132324","Marshall, Luke"
"1000027021","Majewski, Sam"
"1000124405","Kenney, Timmy"
"1000132325","Tarlin, Max"
"1000112752","Schlesinger, Rafe"
"1000048925","Harris, Connor"
"1000112044","Easterly, Reid"
"1000101250","Gorski, Ben "
"1000136985","Ferrari, Holden"
"1000113684","Buchanan, Matthew"
"1000136310","Baldayac, Erry"
"1000114277","Harrington, Patrick"
"1000110792","Mikolaicyk, John"
"1000096955","Skeen, Riley"
"1000132408","Baeyens, Justin"
"1000115029","Sheets, Joe"
"1000056236","Noviello, Jake"
"1000069446","Conte, Nick"
"1000119561","Turner, Ken"
"1000134771","Cunha, Dom"
"1000136363","Pattermann, Brendan"
"1000064628","Ruscitti, Tom"
"1000132343","Almonte, Matt"
"1000113054","Renner, Chase"
"1000056275","Cinnella, Joe"
"1000121025","Cortland, Tyler"
"1000097882","Jones, Jon"
"1000134216","McDonald, Tyler"
"1000079761","Adams, Matthew"
"1000091411","Slevin, Sam"
"1000084184","Parker, Trey"
"1000136752","Walsh, Austin"
"1000113913","Ross, Michael"
"1000071770","Dowler, Adam"
"1000123330","Hohenstein, Nick"
"1000134924","Kuryan, Jared"
"1000136375","Schwede, Rian"
"1000085473","Simone, Zachary"
"1000134175","Williams, Joseph"
"688989","Gigliotti, Jake"
"1000093864","Stasio, Cole"
"1000078598","Burley, Jacob"
"1000119550","Burrows, Jared"
"1000036129","Velazquez, Jonathan"
"1000079439","DeJohn, Jackson"
"1000132350","Hogan, Sean"
"1000100009","Chrzanowski, Ben"
"1000136487","Sullivan, Nolan"
"1000100019","Bailey, Connor"
"1000132406","Hanson, Chase"
"10111872","Besser, Grant"
"1000112395","Butler, Ryan"
"1000132338","Darwin, Nate "
"1000136365","Sullivan, Owen"
"1000084235","Cirone, Tyler"
"1000018271","Kush, Jacob"
"1000132354","Quigley, Stephen"
"1000120193","Head, Ayden"
"1000079866","Garcia, Brandyn"
"1000062006","Logue, Seth"
"1000069610","Hagenow, Ryan"
"1000123136","McShane, Matt"
"1000048145","Alejandro, Hector"
"1000132323","Jeffries, Graham"
"1000132874","White, Brandon"
"1000132327","Davidson, Zachary"
"1000136895","Swarbrick, Jack"
"1000113471","Rumsey, Ryan"
"10061810","Tirrell, David"
"1000057512","Pacheco, Justin"
"1000090877","Nelson, Anthony"
"1000136888","Belliveau, Sam"
"10014869","Lotito, Christopher"
"1000136485","Rosado-Burgos, Anthony"
"1000132379","Munson, Aaron"
"1000016413","Hensen , Cole "
"1000078634","Peltier, Tom"
"1000097517","Long, Justin"
"1000066636","Arruda, Tylor"
"1000098132","Kafka, Alex"
"1000100086","Knox, Cameron"
"1000134767","Murphy, Ian"
"1000099323","Leach, Hudson"
"1000113942","Mosseau, Geoff"
"1000023351","Trotta, Mark"
"1000052014","Gallo, Ronaldo"
"1000068485","Deo, Ryan"
"1000079221","Dunkel, Carson"
"1000134215","Ogden, J.D"
"1000133598","Bradley-Cooney, Patrick"
"1000100010","Leblanc, Max"
"1000079161","Stone, Adam"
"1000099916","Gonzalez, Jonathan"
"1000112394","Moran, Nick"
"1000136484","Bickford, Jason "
"1000028183","Lowe, Collin"
"1000136485","Rosado-Burgos, Anthony "
"1000136487","Sullivan , Nolan"
"1000036095","Garland, Jake"
"1000058977","Simon, Jake"
"1000108902","Velazquez, Jonathan"
"8896756","Durgin, Nick"
"1000132378","Choate, Jack"
"1000098405","Wichrowski, Brett"
"1000136377","Hohmann, Ryan"
"1000078223","Fauci, Sonny"
"1000054050","Ignoffo, Ryan"
"1000123406","MacMillan, Blake"
"1000112747","Henry, Cason"
"1000132400","Sears, Andrew"
"10064032","Leonard, Caden"
"1000049013","Torres, Carlos"
"10016511","Patterman, Brendan"
"1000098810","Tabeling, Logan"
"1000055120","Ludwick, Charles"
"1000121121","Strmecki, Henry"
"1000078870","Crowley, Garrett"
"1000128538","Remley, Matthew"
"10016511","Pattermann, Brendan"
"1000120971","Chatfield, Jimmy"
"1000052198","Biancone, Joe"
"1000133530","Flynn, Christian"
"1000064587","Kosowsky, Joey"
"1000054444","French, Garrett"
"1000121803","Ventresca, Joey"
"1000056906","Jimenez, Ramon"
"1000112732","Higgins, Ryan"
"1000016354","Fadio, Blaze"
"1000050306","Dean, Noah"
"561965","Pattermann, Brendan"
"1000114277","Harrington, Pat"
"1000132410","Cuccurullo, Patrick"
"1000113336","Haynes, Kevin"
"1000098920","Carroll, Graeme"
"1000119929","Yoder, Jordan"
"1000134169","Donofrio, Anthony"
"1000084004","Ramirez, Alex"
"1000059572","Maves, Kyle"
"1000132391","Marshall, Jacob"
"1000091772","Carter, Greysen"
"1000059633","Dundas, Cooper"
"1000114027","Bunnell, Jack"
"1000099737","O'Donnell, Brendan "
"1000084711","Flanagan, William"
"1000073055","Johnson, Noah"
"1000133594","Lidsky, Blaine"
"1000133567","Willis, Coleman"
"1000080238","Venezia, Frankie"
"1000077078","Magrans, Kyle"
"1000132398","Roman, Andrew"
"1000134215","Ogden, J.D."
"1000075628","Rotkis, Joe"
"1000134216","mcdonald, tyler"
"1000079148","Tenney, Derek"
"1000078870","Crowley, Garret"
"1000051255","Oneil, Josh"
"9000161379","Wainer, Austin"
"1000078669","DiLauro, Jack"
"1000059990","Novak, Kyle"
"1000132330","Johnson, Dylan"
"1000132331","O'Brien, Brady"
"1000120944","Couture, Alec "
"1000080726","Willhoite, Trace"
"10075230","Valdez, Johnnie"
"1000132874","White , Brandon"
"1000132334","Spizzoucco, Vincent"
"1000133554","Johnson, Dayvin"
"1000133426","Lysik, Brendan"
"1000051255","O'Neill, Josh"
"10035728","Jensen, Noah"
"1000132369","Masser, Jacob"
"90000217908","Kaufman, Ty"
"1000088215","Eickhoff, Logan"
"1000023406","Koester, Logan"
"10027053","Dawkins, Riley"
"1000121846","Thorbahn, Jack"
"1000133529","Battipaglia, Ian"
"1000113946","White, Jermaine"
"1000113070","Gerlott, Billy"
"1000133530","Flynn, Chris"
"1000132417","Pletter, Jack"
"1000105746","Moskowitz, Jacob"
"1000025891","Kingsbury, Jimmy"
"1000105849","Valenzuela, Wilfrido"
"1000105855","Yoder, Jordan"
"1000054437","Mosseau, Geoff"
"8889122","Meylan, Scott"
"1000105846","Morr, Nolan"
"1000052236","Sharp, Reese"
"1000066541","Kipp, Grant"
"1000024801","Cherry, Justin"
"1000051192","Grintz, Adam"
"1000098926","Washington, Lenny"
"10018418","Mahmood, Blake"
"1000084034","Brutti, Bo"
"1000013062","Moore, Grayson"
"1000105743","Cywin, Chas"
"1000107898","Schoff, Tyler"
"1000092193","Humenay, Justin"
"1000056242","O'Neill, Brennan"
"1000024577","Pandaya, Rashesh"
"1000027360","Zinn, Jared"
"1000075823","Devito, Zachary"
"1000105748","Vaupel, Kevin"
"1000105766","Solimine, Justin"
"1000025873","Erickson, Matthew"
"1000105745","Moore, Jack"
"10002758","Zeldin, Brian"
"1000058973","Edwards, Jacob"
"1000054216","LaBonte, Trevor"
"1000105844","Benneche, Luke"
"1000008443","Tulio, Kellan"
"1000073063","Stahl, Nathan"
"1000060875","Gleason, Ryan"
"1000084002","Fernandez, Zach"
"1000110712","Lynd , Dallas "
"1000110713","Beavin, Nicholas "
"1000024443","Hinchliffe, Gavin"
"1000105845","Bennett, Samuel"
"1000110734","Masteralexis, Nathan"
"1000080750","Besser, Grant"
"1000084029","Coe, Garrett"
"1000051097","Schauer, Luke"
"1000029218","Aldrich, Chris"
"10019122","Easterly, Reid"
"1000050702","Colwell, Daniel"
"1000109821","Flynn, Chris"
"1000054214","Glock, Will"
"1000079018","Lovrich, Camden"
"1000075638","Davidson, Zach"
"1000036944","Bickerstaff, Calvin"
"1000058921","Wittman, Tucker"
"1000093565","Stallone, Louis"
"1000057360","Rojas Jr., Freddy"
"1000105742","Bogli, Shane"
"1000009873","Coffey, Brendan"
"1000105856","Zappulla, Vincenzo"
"1000024665","Dana, Beau"
"1000110132","christopulos , Evan "
"1000105858","Butera, Justin"
"1000105847","Sophy, Kaleb"
"1000041067","Stephens, Luke"
"1000107896","Ciccone, Jacob"
"8899618","Lopez, Ubaldo"
"1000063964","Levesque, Trystan"
"1000076608","Agron, Dom"
"1000055273","Blaisdell, Tim"
"1000054143","Keough, Garret"
"1000058975","Freeberger, Dominic"
"1000082130","Haga, Jackson"
"1000057504","Kmietek, Zane"
"1000025854","Cantone, Nick"
"1000072985","Schechter, Kenny"
"1000105841","Miller, Maso"
"1000050067","Padysak, Daniel"
"1000099325","Towle, Ryan"
"1000075578","Hoopingarner, Ethan"
"1000013585","Bacica, Michael"
"1000051383","Corbett, Kaleb"
"1000055485","Aronson, Matt"
"1000056600","Spitzbarth, Tyle"
"1000049451","Garrett, Cole"
"1000105912","Alejo, Randall"
"8882270","Ramsey, Ryan"
"1000093559","Phillips, Riley"
"1000069447","Galvan, Alex"
"1000056284","Faello, Mark "
"1000105764","Roche, Kyle"
"1000078994","Sarcone, Trystan"
"1000062682","Mendel, Marc"
"1000105765","Smith, Ryan"
"1000037066","Hattrup, Anthony"
"1000105898","Murray, Justin"
"1000105899","Pazulski, Bryan"
"1000073061","Gaffney, Brian"
"1000105759","Hogan, Sean"
"1000078097","Wood, Logan"
"8896068","Achuff, Chase"
"1000105763","Picard, Coleman"
"1000023164","Lajoie, Josh"
"1000105895","Dee, Ryan"
"1000033496","Mozzicato, Anthony"
"1000024577","Pandya, Rasesh"
"1000078488","Gibbs, Ben"
"1000105805","Burrows, Jared"
"1000105913","Leake, Henry"
"1000093144","Bradley, Gage"
"1000105793","Sabia, Dylan"
"1000026792","Hegarty, Daniel"
"1000074644","Klitenic, Clark"
"1000025879","Theis, Alex "
"1000024665","Dana, Beau "
"1000100622","Austin, Channing"
"8891002","McCarthy, Oliver"
"1000093536","Brady, Sam"
"1000013802","Vanderhei, Ryan"
"1000036990","Siverling, Matthew"
"1000078617","Greer, Will"
"1000085795","Boucher, Adam"
"1000025498","Aldrich, Jack"
"1000054605","Weeks, Jack"
"1125050","Berry, Jake"
"1000107896","Ciccone, Jacob "
"1000080750","Besser , Grant "
"1000105851","Willeman, Landon"
"1000105859","Bryant, Alex"
"1000024753","Steckline, Ryan"
"1000098364","West, John"
"1000024443","Hinchliffe, Gavin "
"1000105840","Alexy, Richard"
"1000064651","Corporan, Emmanuel"
"1000013223","Sullivan, William"
"1000054613","Tonas, Angelo"
"1000105758","Farinelli, Michael"
"1000105865","Marshall, Luke"
"1000105867","Steinhauer, Ryan"
"10018932","Driver, Jay"
"1000024564","Moxey, Todd"
"1000105809","Niman, Dominic"
"1000024713","Whitten, Cody"
"1000101254","McLain, Nathan"
"1000105901","Gamelin, Shaun"
"1000074559","Kuehler, Cade"
"1000052069","Balboni, Thomas"
"1000105838","Hummer, Kevin"
"1000028181","Balducci, Antonio"
"1000026678","MacCauley, John"
"1000076021","Kelly, Jonathan"
"1000080432","Emus, Jackson"
"1000051300","Hollis, Caleb"
"8885904","Chappell, Zach"
"1000054611","Willis, Michael "
"1000067380","Sashin, James "
"1000099938","McDermott, Myles"
"8890814","Lepard, Taylor "
"1000054608","Redfern, Anthony"
"1000034874","Allegretti, Christian"
"1000105756","Fahey, Jimmy"
"1000054419","Brown, Josh"
"1000105760","Jensen, Noah"
"1000099329","Lommel, Cade"
"1000051565","Bye, Cameron"
"1000055896","Niznik, Noah"
"1000105810","Ryan, Joseph"
"1000062691","Baker, Bowen"
"1000060506","Wallace, Jack"
"1000078530","Hubbell, Aaron"
"1000106573","Sebastyanski, Kyle"
"1000105896","Martin, Drew"
